
   97.442623   60.  
   114.5082    120. 
   130.67213   180. 
   137.42623   240. 
   141.44262   300. 
   138.57377   360. 
   125.09836   420. 
   114.81967   480. 
   119.65574   540. 
   134.68852   600. 
   140.83607   660. 
   143.57377   720. 
   138.21311   780. 
   125.2623    840. 
   116.85246   900. 
   122.59016   960. 
   139.03279   1020.
   144.67213   1080.
   146.68852   1140.
   149.22951   1200.
   144.68852   1260.
   131.14754   1320.
   122.21311   1380.
   127.13115   1440.
   140.42623   1500.
   146.44262   1560.
   150.45902   1620.
   147.34426   1680.
   134.93443   1740.
   128.98361   1800.

