
   95.146179   300. 
   132.48837   600. 
   127.04983   900. 
   129.32558   1200.
   144.84385   1500.
   133.48505   1800.
   136.68771   2100.
   123.1794    2400.
   98.581395   2700.
   88.880399   3000.
   93.378738   3300.
   83.255814   3600.
   82.421927   3900.
   81.196013   4200.
   84.990033   4500.
   82.784053   4800.
   83.285714   5100.
   82.887043   5400.
   80.644518   5700.
   81.046512   6000.
   81.139535   6300.
   81.033223   6600.
   79.039867   6900.
   79.172757   7200.
   83.23588    7500.
   83.22807    7800.

