
   96.047619   20.  
   97.238095   40.  
   99.047619   60.  
   106.95238   80.  
   115.2381    100. 
   121.47619   120. 
   125.90476   140. 
   131.95238   160. 
   134.19048   180. 
   137.        200. 
   136.85714   220. 
   138.38095   240. 
   141.95238   260. 
   141.42857   280. 
   140.95238   300. 
   140.85714   320. 
   139.71429   340. 
   135.2381    360. 
   130.14286   380. 
   124.80952   400. 
   120.28571   420. 
   119.7619    440. 
   114.19048   460. 
   110.47619   480. 
   113.80952   500. 
   120.2381    520. 
   124.95238   540. 
   130.38095   560. 
   135.61905   580. 
   138.09524   600. 
   140.        620. 
   140.80952   640. 
   141.71429   660. 
   143.52381   680. 
   143.2381    700. 
   143.95238   720. 
   144.2381    740. 
   137.52381   760. 
   132.85714   780. 
   129.14286   800. 
   124.19048   820. 
   122.47619   840. 
   119.95238   860. 
   117.2381    880. 
   113.38095   900. 
   115.04762   920. 
   123.42857   940. 
   129.33333   960. 
   136.14286   980. 
   139.09524   1000.
   141.85714   1020.
   144.04762   1040.
   144.47619   1060.
   145.52381   1080.
   145.47619   1100.
   146.80952   1120.
   147.7619    1140.
   149.33333   1160.
   149.95238   1180.
   148.47619   1200.
   146.47619   1220.
   145.33333   1240.
   142.28571   1260.
   137.04762   1280.
   131.38095   1300.
   124.85714   1320.
   121.52381   1340.
   121.61905   1360.
   123.33333   1380.
   125.80952   1400.
   123.28571   1420.
   132.14286   1440.
   137.61905   1460.
   140.2381    1480.
   143.38095   1500.
   144.52381   1520.
   146.19048   1540.
   148.61905   1560.
   150.14286   1580.
   151.        1600.
   150.28571   1620.
   149.71429   1640.
   147.90476   1660.
   144.47619   1680.
   139.95238   1700.
   133.04762   1720.
   131.66667   1740.
   132.80952   1760.
   129.61905   1780.
   124.71429   1800.
   123.7619    1820.
   120.85714   1840.

